Ensembl Gene ID	Ensembl Transcript ID	Chromosome Name	Gene Start (bp)	Gene End (bp)	EntrezGene ID	Strand	HGNC symbol
ENSG00000126106	ENST00000372237	1	44874646	44912702	79639	-1	TMEM53
ENSG00000205562	ENST00000380722	14	85061230	85066085		-1	
ENSG00000187612	ENST00000344514	11	55437702	55438634	390148	-1	OR5W2
ENSG00000077935	ENST00000404845	22	44118611	44188164		-1	SMC1B
ENSG00000124104	ENST00000372547	20	43895877	43908331	90203	1	SNX21
ENSG00000167825	ENST00000301532	11	55459508	55460452	10798	-1	OR5I1
ENSG00000147130	ENST00000373998	X	70376199	70391721		-1	ZMYM3
ENSG00000185070	ENST00000330753	14	85066241	85164022	23768	1	FLRT2
ENSG00000099331	ENST00000397274	19	17073466	17185093	4650	1	MYO9B
ENSG00000126106	ENST00000372235	1	44874646	44912702		-1	TMEM53
ENSG00000127957	ENST00000394921	7	74975006	74995330	5387	-1	PMS2L3
ENSG00000124104	ENST00000372545	20	43895877	43908331		1	SNX21
ENSG00000174970	ENST00000312345	11	55491610	55492515	282770	-1	OR10AG1
ENSG00000104361	ENST00000341166	8	99273563	99375797	79815	-1	NPAL2
ENSG00000147130	ENST00000373988	X	70376199	70391721		-1	ZMYM3
ENSG00000128408	ENST00000342894	22	44188244	44206966	26150	1	RIBC2
ENSG00000124104	ENST00000372542	20	43895877	43908331		1	SNX21
ENSG00000198520	ENST00000357508	1	44912981	44963848	339541	1	C1orf228
ENSG00000147130	ENST00000373984	X	70376199	70391721		-1	ZMYM3
ENSG00000070190	ENST00000296414	4	100957004	101010367	27071	1	DAPP1
ENSG00000156873	ENST00000328273	16	30667238	30676183	5261	1	PHKG2
ENSG00000124104	ENST00000372541	20	43895877	43908331		1	SNX21
ENSG00000148120	ENST00000395357	9	96528804	96889261	84909	1	C9orf3
ENSG00000147130	ENST00000373982	X	70376199	70391721		-1	ZMYM3
ENSG00000166411	ENST00000299518	15	76228774	76249938	3419	1	IDH3A
ENSG00000127957	ENST00000301956	7	74975006	74995330		-1	PMS2L3
ENSG00000115977	ENST00000409068	2	69542036	69724353		-1	AAK1
ENSG00000214880	ENST00000399170	11	55502755	55510457		-1	OR7E5P
ENSG00000010244	ENST00000394679	17	27701263	27738893		1	ZNF207
ENSG00000069018	ENST00000352189	5	135577022	135720974		-1	TRPC7
ENSG00000147130	ENST00000373981	X	70376199	70391721		-1	ZMYM3
ENSG00000053501	ENST00000263897	19	17187155	17191638	55850	1	USE1
ENSG00000156486	ENST00000287042	8	99508426	99512195	3788	1	KCNS2
ENSG00000162267	ENST00000398670	3	52803824	52818065		1	ITIH3
ENSG00000147130	ENST00000373978	X	70376199	70391721		-1	ZMYM3
ENSG00000101473	ENST00000347763	20	43903768	43919442	10005	-1	ACOT8
ENSG00000196118	ENST00000354963	16	30676254	30681043	90835	-1	
ENSG00000115977	ENST00000409085	2	69542036	69724353	22848	-1	AAK1
ENSG00000156510	ENST00000354624	10	70650065	70697320	80201	1	HKDC1
ENSG00000148120	ENST00000375315	9	96528804	96889261		1	C9orf3
ENSG00000109270	ENST00000226522	4	101021394	101034726	8649	-1	MAPKSP1
ENSG00000115977	ENST00000390657	2	69542036	69724353		-1	AAK1
ENSG00000166411	ENST00000379576	15	76228774	76249938		1	IDH3A
ENSG00000069018	ENST00000378459	5	135577022	135720974		-1	TRPC7
ENSG00000010244	ENST00000341711	17	27701263	27738893		1	ZNF207
ENSG00000204351	ENST00000375394	6	32034560	32045509	6499	1	
ENSG00000101473	ENST00000217455	20	43903768	43919442	10005	-1	ACOT8
ENSG00000054983	ENST00000393569	14	87469113	87529660	2581	-1	GALC
ENSG00000127957	ENST00000248606	7	74975006	74995330	5387	-1	PMS2L3
ENSG00000149133	ENST00000278409	11	55517733	55518677	338674	-1	OR5F1
ENSG00000162267	ENST00000273291	3	52803824	52818065	3699	1	ITIH3
ENSG00000053501	ENST00000379776	19	17187155	17191638		1	USE1
ENSG00000142945	ENST00000372224	1	44978138	45006026	11004	1	KIF2C
ENSG00000103740	ENST00000258873	15	76246865	76313913	23205	-1	ACSBG1
ENSG00000010244	ENST00000321233	17	27701263	27738893	7756	1	ZNF207
ENSG00000147140	ENST00000276079	X	70420165	70437743	4841	1	NONO
ENSG00000170421	ENST00000293308	12	51577238	51585127	3856	-1	KRT8P9
ENSG00000170421	ENST00000293308	12	51577238	51585127	3856	-1	KRT8
ENSG00000069018	ENST00000355180	5	135577022	135720974		-1	TRPC7
ENSG00000099330	ENST00000215061	19	17198055	17201027	79629	1	OCEL1
ENSG00000104375	ENST00000354930	8	99536037	99907074	6788	-1	STK3
ENSG00000103549	ENST00000380329	16	30681100	30695129		1	RNF40
ENSG00000077942	ENST00000348697	22	44277383	44375678	2192	1	FBLN1
ENSG00000115977	ENST00000406297	2	69542036	69724353		-1	AAK1
ENSG00000181785	ENST00000313555	11	55554471	55555445	219447	1	OR5AS1
ENSG00000148120	ENST00000297979	9	96528804	96889261	84909	1	C9orf3
ENSG00000188971	ENST00000339092	2	69539918	69547168		-1	
ENSG00000164031	ENST00000337833	4	101039591	101086775	79982	-1	DNAJB14
ENSG00000160113	ENST00000291442	19	17203694	17217151	2063	-1	NR2F6
ENSG00000069018	ENST00000265193	5	135577022	135720974	57113	-1	TRPC7
ENSG00000010244	ENST00000342555	17	27701263	27738893	7756	1	ZNF207
ENSG00000220011	ENST00000402855	2	69723955	69724713		-1	
ENSG00000101473	ENST00000339460	20	43903768	43919442		-1	ACOT8
ENSG00000156510	ENST00000395087	10	70650065	70697320		1	HKDC1
ENSG00000204348	ENST00000337523	6	32045566	32048011	1797	-1	
ENSG00000103549	ENST00000357890	16	30681100	30695129		1	RNF40
ENSG00000142945	ENST00000372222	1	44978138	45006026		1	KIF2C
ENSG00000148120	ENST00000277198	9	96528804	96889261		1	C9orf3
ENSG00000184741	ENST00000331596	11	55578591	55579355		1	OR5AQ1P
ENSG00000054983	ENST00000261304	14	87469113	87529660	2581	-1	GALC
ENSG00000054983	ENST00000393568	14	87469113	87529660		-1	GALC
ENSG00000148120	ENST00000395356	9	96528804	96889261		1	C9orf3
ENSG00000127946	ENST00000336926	7	75001345	75206215	3092	-1	HIP1
ENSG00000055955	ENST00000346281	3	52822046	52839734		-1	ITIH4
ENSG00000156510	ENST00000395086	10	70650065	70697320		1	HKDC1
ENSG00000101473	ENST00000372531	20	43903768	43919442		-1	ACOT8
ENSG00000140403	ENST00000394855	15	76343551	76361591	55466	1	DNAJA4
ENSG00000104375	ENST00000339879	8	99536037	99907074		-1	STK3
ENSG00000196975	ENST00000355054	2	69822610	69907095	307	1	ANXA4
ENSG00000181780	ENST00000313544	11	55595082	55595852		1	OR5J1P
ENSG00000103549	ENST00000324685	16	30681100	30695129	9810	1	RNF40
ENSG00000148120	ENST00000375316	9	96528804	96889261		1	C9orf3
ENSG00000077942	ENST00000327858	22	44277383	44375678	2192	1	FBLN1
ENSG00000132801	ENST00000255152	20	43919663	43941174	140831	1	ZSWIM3
ENSG00000164031	ENST00000334223	4	101039591	101086775		-1	DNAJB14
ENSG00000152377	ENST00000282223	5	136338886	136862936	6695	-1	SPOCK1
ENSG00000164920	ENST00000297565	8	100025846	100033508	116039	1	OSR2
ENSG00000142945	ENST00000372218	1	44978138	45006026		1	KIF2C
ENSG00000148120	ENST00000375314	9	96528804	96889261		1	C9orf3
ENSG00000172154	ENST00000302124	11	55617360	55618292	120586	1	OR8I2
ENSG00000010244	ENST00000394670	17	27701263	27738893	7756	1	ZNF207
ENSG00000156515	ENST00000404387	10	70699762	70831641	3098	1	HK1
ENSG00000010244	ENST00000394673	17	27701263	27738893		1	ZNF207
ENSG00000055955	ENST00000266041	3	52822046	52839734	3700	-1	ITIH4
ENSG00000147140	ENST00000373856	X	70420165	70437743	4841	1	NONO
ENSG00000140030	ENST00000267549	14	87541249	87548164	8477	1	GPR65
ENSG00000142945	ENST00000372217	1	44978138	45006026		1	KIF2C
ENSG00000130307	ENST00000252597	19	17221838	17236573	83878	-1	USHBP1
ENSG00000168612	ENST00000372520	20	43943273	43947312	90204	1	ZSWIM1
ENSG00000111057	ENST00000388835	12	51628922	51632951	3875	1	KRT18P26
ENSG00000111057	ENST00000388835	12	51628922	51632951	3875	1	KRT18P19
ENSG00000111057	ENST00000388835	12	51628922	51632951	3875	1	KRT18
ENSG00000158169	ENST00000289081	9	96901158	97119812	2176	-1	FANCC
ENSG00000140403	ENST00000343789	15	76343551	76361591	55466	1	DNAJA4
ENSG00000147140	ENST00000373841	X	70420165	70437743	4841	1	NONO
ENSG00000108671	ENST00000261712	17	27795615	27832154	5717	1	PSMD11
ENSG00000142937	ENST00000372214	1	45013828	45017038	6202	1	RPS8P8
ENSG00000142937	ENST00000372214	1	45013828	45017038	6202	1	RPS8
ENSG00000142937	ENST00000372214	1	45013828	45017038	388076	1	RPS8P8
ENSG00000142937	ENST00000372214	1	45013828	45017038	388076	1	RPS8
ENSG00000181767	ENST00000313503	11	55629095	55630033	390151	1	OR8H2
ENSG00000164032	ENST00000296417	4	101088265	101090535	3015	-1	H2AFZ
ENSG00000196975	ENST00000409920	2	69822610	69907095		1	ANXA4
ENSG00000147166	ENST00000373829	X	70438353	70441929	26548	1	ITGB1BP2
ENSG00000156515	ENST00000356342	10	70699762	70831641	3098	1	HK1
ENSG00000204348	ENST00000375349	6	32045566	32048011	1797	-1	
ENSG00000103549	ENST00000402121	16	30681100	30695129	9810	1	RNF40
ENSG00000196975	ENST00000394295	2	69822610	69907095		1	ANXA4
ENSG00000152377	ENST00000394945	5	136338886	136862936	6695	-1	SPOCK1
ENSG00000204348	ENST00000375356	6	32045566	32048011	1797	-1	
ENSG00000102870	ENST00000262525	16	30697271	30706024	23361	-1	ZNF629
ENSG00000181761	ENST00000313472	11	55646425	55665443	390152	1	OR8H3
ENSG00000130307	ENST00000324554	19	17221838	17236573		-1	USHBP1
ENSG00000146021	ENST00000309755	5	136981088	137099448	26249	-1	KLHL3
ENSG00000204344	ENST00000375333	6	32046931	32057202	8859	1	STK19
ENSG00000077942	ENST00000340923	22	44277383	44375678	2192	1	FBLN1
ENSG00000168612	ENST00000372523	20	43943273	43947312	90204	1	ZSWIM1
ENSG00000132549	ENST00000357162	8	100094670	100958983	157680	1	VPS13B
ENSG00000216575	ENST00000404944	7	75200714	75206216		-1	
ENSG00000140403	ENST00000394852	15	76343551	76361591	55466	1	DNAJA4
ENSG00000149634	ENST00000372519	20	43948538	43949645	128497	-1	C20orf165
ENSG00000100433	ENST00000340700	14	87721008	87863004	54207	-1	KCNK10
ENSG00000105393	ENST00000300965	19	17239232	17251162		1	C19orf62
ENSG00000055955	ENST00000406595	3	52822046	52839734		-1	ITIH4
ENSG00000156515	ENST00000405407	10	70699762	70831641	3098	1	HK1
ENSG00000142937	ENST00000396651	1	45013828	45017038	6202	1	RPS8P8
ENSG00000142937	ENST00000396651	1	45013828	45017038	6202	1	RPS8
ENSG00000142937	ENST00000396651	1	45013828	45017038	388076	1	RPS8P8
ENSG00000142937	ENST00000396651	1	45013828	45017038	388076	1	RPS8
ENSG00000181761	ENST00000395195	11	55646425	55665443		1	OR8H3
ENSG00000183355	ENST00000331219	16	30739971	30740859		-1	
ENSG00000006606	ENST00000394905	7	75236778	75257000	10344	-1	CCL26
ENSG00000213533	ENST00000307872	3	52842206	52906652	389125	-1	MUSTN1
ENSG00000213533	ENST00000307872	3	52842206	52906652	389125	-1	TMEM110
ENSG00000140395	ENST00000267973	15	76362635	76378995	80349	-1	WDR61
ENSG00000099385	ENST00000380317	16	30753770	30812900		-1	BCL7C
ENSG00000077942	ENST00000262722	22	44277383	44375678	2192	1	FBLN1
ENSG00000077942	ENST00000262722	22	44277383	44375678	100133843	1	FBLN1
ENSG00000087338	ENST00000282570	2	69910336	69960267	64395	1	GMCL1L
ENSG00000087338	ENST00000282570	2	69910336	69960267	64395	1	GMCL1
ENSG00000147133	ENST00000373790	X	70502839	70601025	6872	1	TAF1
ENSG00000105393	ENST00000359435	19	17239232	17251162	29086	1	C19orf62
ENSG00000176749	ENST00000313401	17	27838214	27842383	8851	1	CDK5R1
ENSG00000124257	ENST00000372518	20	43950674	43953308	140825	-1	NEURL2
ENSG00000167822	ENST00000301529	11	55660823	55661770	81168	-1	OR8J3
ENSG00000145358	ENST00000273990	4	101326052	101330648	115265	-1	DDIT4L
ENSG00000111057	ENST00000388837	12	51628922	51632951	3875	1	KRT18P26
ENSG00000111057	ENST00000388837	12	51628922	51632951	3875	1	KRT18P19
ENSG00000111057	ENST00000388837	12	51628922	51632951	3875	1	KRT18
ENSG00000158169	ENST00000375305	9	96901158	97119812	2176	-1	FANCC
ENSG00000099385	ENST00000358950	16	30753770	30812900		-1	BCL7C
ENSG00000100433	ENST00000319231	14	87721008	87863004	54207	-1	KCNK10
ENSG00000146021	ENST00000394937	5	136981088	137099448		-1	KLHL3
ENSG00000158169	ENST00000395345	9	96901158	97119812		-1	FANCC
ENSG00000156515	ENST00000360289	10	70699762	70831641	3098	1	HK1
ENSG00000213533	ENST00000355083	3	52842206	52906652	375346	-1	MUSTN1
ENSG00000213533	ENST00000355083	3	52842206	52906652	375346	-1	TMEM110
ENSG00000132549	ENST00000358544	8	100094670	100958983	157680	1	VPS13B
ENSG00000142937	ENST00000372209	1	45013828	45017038		1	RPS8P8
ENSG00000142937	ENST00000372209	1	45013828	45017038		1	RPS8
ENSG00000181752	ENST00000395193	11	55681848	55713339		-1	OR8K5
ENSG00000099385	ENST00000215115	16	30753770	30812900	9274	-1	BCL7C
ENSG00000185920	ENST00000375275	9	97245083	97319068		-1	PTCH1
ENSG00000142959	ENST00000372207	1	45021844	45026013	266675	-1	BEST4
ENSG00000166426	ENST00000299529	15	76419750	76427622	1381	1	CRABP1
ENSG00000160117	ENST00000404085	19	17253454	17259455		1	ANKLE1
ENSG00000181752	ENST00000313447	11	55681848	55713339	219453	-1	OR8K5
ENSG00000160117	ENST00000404261	19	17253454	17259455	126549	1	ANKLE1
ENSG00000164035	ENST00000305864	4	101538009	101658202		-1	EMCN
ENSG00000204344	ENST00000375331	6	32046931	32057202	8859	1	STK19
ENSG00000163935	ENST00000394750	3	52913668	53055110	51460	-1	SFMBT1
ENSG00000177733	ENST00000314940	5	137114015	137117964	10949	-1	HNRNPA0
ENSG00000077942	ENST00000402984	22	44277383	44375678	100133843	1	FBLN1
ENSG00000160117	ENST00000394458	19	17253454	17259455		1	ANKLE1
ENSG00000006606	ENST00000005180	7	75236778	75257000	10344	-1	CCL26
ENSG00000204344	ENST00000375338	6	32046931	32057202		1	STK19
ENSG00000100433	ENST00000312350	14	87721008	87863004	54207	-1	KCNK10
ENSG00000077942	ENST00000396034	22	44277383	44375678	2192	1	FBLN1
ENSG00000159279	ENST00000290426	5	137171361	137173313		1	NPY6R
ENSG00000156515	ENST00000298649	10	70699762	70831641	3098	1	HK1
ENSG00000160117	ENST00000291449	19	17253454	17259455		1	ANKLE1
ENSG00000150281	ENST00000395020	16	30811875	30822381		1	CTF1
ENSG00000174957	ENST00000312298	11	55700670	55701608	282775	1	OR5J2
ENSG00000124380	ENST00000409116	2	69974594	69985854		1	SNRNP27
ENSG00000164035	ENST00000296420	4	101538009	101658202	51705	-1	EMCN
ENSG00000064601	ENST00000372484	20	43952512	43960866	5476	1	CTSA
ENSG00000124380	ENST00000244227	2	69974594	69985854	11017	1	SNRNP27
ENSG00000204344	ENST00000395649	6	32046931	32057202		1	STK19
ENSG00000173846	ENST00000372201	1	45038623	45044253	1263	1	PLK3
ENSG00000166426	ENST00000406419	15	76419750	76427622		1	CRABP1
ENSG00000160117	ENST00000392729	19	17253454	17259455		1	ANKLE1
ENSG00000147133	ENST00000276072	X	70502839	70601025	6872	1	TAF1
ENSG00000150281	ENST00000279804	16	30811875	30822381	1489	1	CTF1
ENSG00000156515	ENST00000359426	10	70699762	70831641	3098	1	HK1
ENSG00000120729	ENST00000239926	5	137231459	137251438	9499	1	MYOT
ENSG00000181723	ENST00000313276	11	55734925	55735632		-1	
ENSG00000163935	ENST00000296295	3	52913668	53055110		-1	SFMBT1
ENSG00000042317	ENST00000393545	14	87921765	87974555	55812	1	SPATA7
ENSG00000106178	ENST00000222902	7	75279050	75280969	6369	-1	CCL24
ENSG00000136381	ENST00000258886	15	76517573	76580853	3658	1	IREB2
ENSG00000181718	ENST00000313264	11	55756158	55757237	219464	-1	OR5T2
ENSG00000185920	ENST00000331920	9	97245083	97319068	5727	-1	PTCH1
ENSG00000130638	ENST00000252934	22	44446351	44619493	25814	1	ATXN10
ENSG00000063046	ENST00000262056	12	51686329	51722259	1975	1	EIF4B
ENSG00000132549	ENST00000395996	8	100094670	100958983	157680	1	VPS13B
ENSG00000176658	ENST00000318217	17	27843741	28228015	4642	-1	MYO1D
ENSG00000127220	ENST00000247706	19	17263941	17275282	79575	-1	ABHD8
ENSG00000204342	ENST00000375295	6	32057780	32078295	721	1	
ENSG00000163935	ENST00000394752	3	52913668	53055110	51460	-1	SFMBT1
ENSG00000059728	ENST00000264444	2	69995707	70023581	4084	1	MXD1
ENSG00000172489	ENST00000395188	11	55771946	55777274		1	OR5T3
ENSG00000138814	ENST00000394854	4	102163610	102487376	5530	-1	PPP3CA
ENSG00000188396	ENST00000372200	1	45044172	45045544	343521	-1	TCTEX1D4
ENSG00000147133	ENST00000395779	X	70502839	70601025		1	TAF1
ENSG00000150281	ENST00000395019	16	30811875	30822381		1	CTF1
ENSG00000078795	ENST00000290431	5	137253024	137304055	27039	1	PKD2L2
ENSG00000172489	ENST00000303059	11	55771946	55777274	390154	1	OR5T3
ENSG00000042317	ENST00000362040	14	87921765	87974555	55812	1	SPATA7
ENSG00000212633	ENST00000391330	X	70628694	70628822		-1	INGX
ENSG00000188396	ENST00000339355	1	45044172	45045544	343521	-1	TCTEX1D4
ENSG00000064601	ENST00000354880	20	43952512	43960866	5476	1	CTSA
ENSG00000132549	ENST00000355155	8	100094670	100958983	157680	1	VPS13B
ENSG00000130312	ENST00000252602	19	17277477	17278652	64981	1	MRPL34
ENSG00000005486	ENST00000006777	7	75346253	75356180	57414	1	RHBDD2
ENSG00000222009	ENST00000409335	1	45046877	45052185		1	
ENSG00000163935	ENST00000358080	3	52913668	53055110	51460	-1	SFMBT1
ENSG00000164919	ENST00000297564	8	100959548	100975071	1345	-1	COX6C
ENSG00000212972	ENST00000391655	16	30841418	30841786		-1	
ENSG00000117425	ENST00000372194	1	45058663	45081195		-1	PTCH2
ENSG00000130638	ENST00000381061	22	44446351	44619493		1	ATXN10
ENSG00000176658	ENST00000394649	17	27843741	28228015		-1	MYO1D
ENSG00000078795	ENST00000359097	5	137253024	137304055		1	PKD2L2
ENSG00000215116	ENST00000359239	X	70628887	70667100		1	
ENSG00000181698	ENST00000313033	11	55799691	55800671	390155	1	OR5T1
ENSG00000130638	ENST00000396011	22	44446351	44619493		1	ATXN10
ENSG00000117425	ENST00000372192	1	45058663	45081195	8643	-1	PTCH2
ENSG00000078795	ENST00000350250	5	137253024	137304055		1	PKD2L2
ENSG00000042317	ENST00000356583	14	87921765	87974555	55812	1	SPATA7
ENSG00000188266	ENST00000408962	15	76586961	76613067	123688	1	
ENSG00000075073	ENST00000373306	10	70833665	70846680	6865	-1	TACR2
ENSG00000215120	ENST00000373775	X	70596245	70668949		1	
ENSG00000099364	ENST00000380310	16	30842919	30867605	54620	1	FBXL19
ENSG00000006042	ENST00000394642	17	28279041	28292778	26022	1	TMEM98
ENSG00000005486	ENST00000318622	7	75346253	75356180	57414	1	RHBDD2
ENSG00000130311	ENST00000359866	19	17281350	17292098	79016	1	DDA1
ENSG00000078795	ENST00000230643	5	137253024	137304055		1	PKD2L2
ENSG00000212787	ENST00000391476	3	53099055	53099429		-1	
ENSG00000181693	ENST00000395186	11	55814107	55815114		-1	OR8H1
ENSG00000147162	ENST00000373701	X	70669658	70712465	8473	1	OGT
ENSG00000130638	ENST00000402380	22	44446351	44619493		1	ATXN10
ENSG00000064601	ENST00000372471	20	43952512	43960866	5476	1	CTSA
ENSG00000188266	ENST00000388988	15	76586961	76613067	123688	1	
ENSG00000181693	ENST00000313022	11	55814107	55815114	219469	-1	OR8H1
ENSG00000064601	ENST00000191018	20	43952512	43960866	5476	1	CTSA
ENSG00000059728	ENST00000410000	2	69995707	70023581		1	MXD1
ENSG00000188064	ENST00000339464	22	44696323	44751395	7477	-1	WNT7B
ENSG00000188064	ENST00000339464	22	44696323	44751395	649279	-1	WNT7B
ENSG00000138814	ENST00000394853	4	102163610	102487376	5530	-1	PPP3CA
ENSG00000099364	ENST00000338343	16	30842919	30867605	54620	1	FBXL19
ENSG00000042317	ENST00000045347	14	87921765	87974555		1	SPATA7
ENSG00000059728	ENST00000409442	2	69995707	70023581		1	MXD1
ENSG00000163933	ENST00000296292	3	53099851	53139509	91869	-1	RFT1
ENSG00000179818	ENST00000320256	2	70040725	70042901	151516	-1	ASPRV1
ENSG00000188266	ENST00000360519	15	76586961	76613067		1	
ENSG00000064601	ENST00000372474	20	43952512	43960866		1	CTSA
ENSG00000132554	ENST00000360863	8	101042452	101187520	26166	-1	RGS22
ENSG00000185920	ENST00000375274	9	97245083	97319068	5727	-1	PTCH1
ENSG00000074855	ENST00000159087	19	17295034	17306638	57719	-1	ANO8
ENSG00000175938	ENST00000318663	16	30867916	30873757	93129	1	ORAI3
ENSG00000127948	ENST00000265302	7	75382411	75454109	5447	1	POR
ENSG00000031003	ENST00000033079	5	137301537	137396701	51306	-1	FAM13B
ENSG00000070785	ENST00000360403	1	45089037	45224869	8891	-1	EIF2B3
ENSG00000181689	ENST00000312711	11	55842359	55843297	219473	1	OR8K3
ENSG00000185920	ENST00000375284	9	97245083	97319068	5727	-1	PTCH1
ENSG00000070785	ENST00000396616	1	45089037	45224869		-1	EIF2B3
ENSG00000070778	ENST00000328736	14	88001875	88086719	11099	-1	PTPN21
ENSG00000041357	ENST00000044462	15	76619802	76628615	5685	1	PSMA4
ENSG00000111077	ENST00000314276	12	51727077	51744430	23371	1	TENC1
ENSG00000075073	ENST00000373307	10	70833665	70846680		-1	TACR2
ENSG00000006042	ENST00000261713	17	28279041	28292778	26022	1	TMEM98
ENSG00000147162	ENST00000373719	X	70669658	70712465	8473	1	OGT
ENSG00000064601	ENST00000372459	20	43952512	43960866		1	CTSA
ENSG00000070785	ENST00000372183	1	45089037	45224869		-1	EIF2B3
ENSG00000130299	ENST00000358792	19	17309379	17314530	84705	1	GTPBP3
ENSG00000099282	ENST00000373290	10	70881232	70937429	23555	1	TSPAN15
ENSG00000150261	ENST00000279783	11	55870091	55871050	390157	1	OR8K1
ENSG00000070785	ENST00000372182	1	45089037	45224869		-1	EIF2B3
ENSG00000163933	ENST00000394738	3	53099851	53139509		-1	RFT1
ENSG00000138814	ENST00000323055	4	102163610	102487376	5530	-1	PPP3CA
ENSG00000188064	ENST00000410089	22	44696323	44751395	649279	-1	WNT7B
ENSG00000099381	ENST00000262519	16	30876116	30903482	9739	1	SETD1A
ENSG00000163933	ENST00000394737	3	53099851	53139509		-1	RFT1
ENSG00000169564	ENST00000303577	2	70168106	70169776	5093	1	PCBP1
ENSG00000156509	ENST00000388828	8	101214835	101227252	286151	-1	FBXO43
ENSG00000188064	ENST00000409496	22	44696323	44751395	649279	-1	WNT7B
ENSG00000126107	ENST00000372172	1	45240799	45249614	79654	-1	HECTD3
ENSG00000061492	ENST00000361560	5	137447578	137455953		1	WNT8A
ENSG00000188064	ENST00000410058	22	44696323	44751395		-1	WNT7B
ENSG00000111077	ENST00000314250	12	51727077	51744430	23371	1	TENC1
ENSG00000163932	ENST00000394729	3	53170263	53201771	5580	1	PRKCD
ENSG00000130299	ENST00000324894	19	17309379	17314530	84705	1	GTPBP3
ENSG00000182257	ENST00000333761	22	44825003	44828688	55267	-1	C22orf26
ENSG00000172487	ENST00000303039	11	55884299	55885249	219477	1	OR8J1
ENSG00000100979	ENST00000354050	20	43960806	43974226	5360	-1	PLTP
ENSG00000204338	ENST00000342991	6	32081391	32116942		1	
ENSG00000061492	ENST00000398754	5	137447578	137455953	7478	1	WNT8A
ENSG00000147669	ENST00000353107	8	101232015	101235406	5440	1	POLR2K
ENSG00000122859	ENST00000242462	10	71001797	71003128	50674	-1	NEUROG3
ENSG00000112981	ENST00000265191	5	137478761	137503031	8382	-1	NME5
ENSG00000141316	ENST00000269053	17	28342995	28349008	124912	1	SPACA3
ENSG00000182257	ENST00000396008	22	44825003	44828688	55267	-1	C22orf26
ENSG00000168477	ENST00000375247	6	32084175	32185131	7148	-1	TNXA
ENSG00000168477	ENST00000375247	6	32084175	32185131	7148	-1	TNXB
ENSG00000172199	ENST00000302270	11	55899676	55900605	219417	1	OR8U9
ENSG00000172199	ENST00000302270	11	55899676	55900605	219417	1	OR8U8
ENSG00000172199	ENST00000302270	11	55899676	55900605	219417	1	OR8U1
ENSG00000172199	ENST00000302270	11	55899676	55900605	504189	1	OR8U9
ENSG00000172199	ENST00000302270	11	55899676	55900605	504189	1	OR8U8
ENSG00000172199	ENST00000302270	11	55899676	55900605	504189	1	OR8U1
ENSG00000169684	ENST00000299565	15	76644961	76673493	1138	1	CHRNA5
ENSG00000100979	ENST00000372431	20	43960806	43974226	5360	-1	PLTP
ENSG00000126107	ENST00000372168	1	45240799	45249614		-1	HECTD3
ENSG00000185920	ENST00000375290	9	97245083	97319068	5727	-1	PTCH1
ENSG00000099377	ENST00000353250	16	30904029	30907974	80270	1	HSD3B7
ENSG00000127948	ENST00000394893	7	75382411	75454109		1	POR
ENSG00000100722	ENST00000393530	14	88099067	88158368		1	ZC3H14
ENSG00000214865	ENST00000399145	4	102291825	102301288		1	
ENSG00000147174	ENST00000373696	X	70714986	70750158	93953	1	ACRC
ENSG00000197182	ENST00000360737	22	44828413	44884554		1	
ENSG00000115998	ENST00000264434	2	70230523	70271655	54980	-1	C2orf42
ENSG00000185920	ENST00000375276	9	97245083	97319068		-1	PTCH1
ENSG00000126088	ENST00000246337	1	45250417	45253928	7389	1	UROD
ENSG00000100722	ENST00000302216	14	88099067	88158368	79882	1	ZC3H14
ENSG00000147174	ENST00000373695	X	70714986	70750158	93953	1	ACRC
ENSG00000153064	ENST00000322953	4	102930787	103214990	55024	1	BANK1
ENSG00000189077	ENST00000338761	7	75454238	75461913	83862	-1	TMEM120A
ENSG00000186810	ENST00000373687	X	70752492	70755092		-1	CXCR3
ENSG00000130300	ENST00000252590	19	17323264	17349159	83483	-1	PLVAP
ENSG00000197182	ENST00000396006	22	44828413	44884554		1	
ENSG00000174942	ENST00000312253	11	55941310	55942284	219479	-1	OR5R1
ENSG00000163932	ENST00000330452	3	53170263	53201771	5580	1	PRKCD
ENSG00000112983	ENST00000254900	5	137503364	137542257	10902	-1	BRD8
ENSG00000111077	ENST00000262048	12	51727077	51744430	23371	1	TENC1
ENSG00000186810	ENST00000373693	X	70752492	70755092	2833	-1	CXCR3
ENSG00000141316	ENST00000394638	17	28342995	28349008		1	SPACA3
ENSG00000104450	ENST00000388798	8	101239439	101323306	6674	1	SPAG1
ENSG00000150269	ENST00000279791	11	55986521	55987453	390162	-1	OR5M9
ENSG00000197182	ENST00000381051	22	44828413	44884554		1	
ENSG00000171224	ENST00000395055	10	71060009	71063353	219738	1	C10orf35
ENSG00000141316	ENST00000394637	17	28342995	28349008		1	SPACA3
ENSG00000099377	ENST00000297679	16	30904029	30907974	80270	1	HSD3B7
ENSG00000100722	ENST00000251038	14	88099067	88158368	79882	1	ZC3H14
ENSG00000186951	ENST00000396000	22	44925163	45018317	5465	1	PPARA
ENSG00000100979	ENST00000372420	20	43960806	43974226		-1	PLTP
ENSG00000099377	ENST00000262520	16	30904029	30907974	80270	1	HSD3B7
ENSG00000127952	ENST00000341238	7	75463592	75515257		-1	STYXL1
