miRNA_ID	isoform_coords	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_region
hsa-mir-296	hg38:chr20:58817661-58817682:-	2	0.909880	N	mature,MIMAT0000690
hsa-mir-299	hg38:chr14:101023777-101023800:+	1	0.454940	N	precursor
hsa-mir-299	hg38:chr14:101023799-101023821:+	1	0.454940	N	mature,MIMAT0002890
hsa-mir-299	hg38:chr14:101023800-101023820:+	1	0.454940	N	mature,MIMAT0002890
hsa-mir-29a	hg38:chr7:130876746-130876770:-	1	0.454940	N	mature,MIMAT0000086
hsa-mir-29a	hg38:chr7:130876747-130876770:-	73	33.210621	N	mature,MIMAT0000086
hsa-mir-29a	hg38:chr7:130876748-130876770:-	721	328.011748	N	mature,MIMAT0000086
hsa-mir-29a	hg38:chr7:130876748-130876771:-	40	18.197600	N	mature,MIMAT0000086
hsa-mir-29a	hg38:chr7:130876749-130876768:-	1	0.454940	N	mature,MIMAT0000086
hsa-mir-29a	hg38:chr7:130876749-130876769:-	5	2.274700	N	mature,MIMAT0000086
hsa-mir-29a	hg38:chr7:130876749-130876770:-	2704	1230.157791	N	mature,MIMAT0000086
hsa-mir-29a	hg38:chr7:130876749-130876771:-	866	393.978050	N	mature,MIMAT0000086
hsa-mir-29a	hg38:chr7:130876750-130876770:-	222	100.996683	N	mature,MIMAT0000086
hsa-mir-29a	hg38:chr7:130876750-130876771:-	97	44.129181	N	mature,MIMAT0000086
hsa-mir-29a	hg38:chr7:130876751-130876770:-	104	47.313761	N	mature,MIMAT0000086
hsa-mir-29a	hg38:chr7:130876751-130876771:-	50	22.747001	N	mature,MIMAT0000086
hsa-mir-29a	hg38:chr7:130876752-130876770:-	5	2.274700	N	mature,MIMAT0000086
hsa-mir-29a	hg38:chr7:130876752-130876771:-	1	0.454940	N	mature,MIMAT0000086
hsa-mir-29a	hg38:chr7:130876753-130876770:-	3	1.364820	N	mature,MIMAT0000086
hsa-mir-29a	hg38:chr7:130876753-130876771:-	1	0.454940	N	mature,MIMAT0000086
hsa-mir-29a	hg38:chr7:130876785-130876806:-	1	0.454940	N	mature,MIMAT0004503
hsa-mir-29a	hg38:chr7:130876785-130876808:-	2	0.909880	N	mature,MIMAT0004503
hsa-mir-29a	hg38:chr7:130876786-130876807:-	1	0.454940	N	mature,MIMAT0004503
hsa-mir-29a	hg38:chr7:130876786-130876808:-	1	0.454940	N	mature,MIMAT0004503
hsa-mir-29b-1	hg38:chr7:130877467-130877485:-	1	0.454940	N	mature,MIMAT0000100
hsa-mir-29b-1	hg38:chr7:130877467-130877486:-	1	0.454940	N	mature,MIMAT0000100
hsa-mir-29b-1	hg38:chr7:130877467-130877490:-	55	25.021701	N	mature,MIMAT0000100
hsa-mir-29b-1	hg38:chr7:130877468-130877490:-	13	5.914220	N	mature,MIMAT0000100
hsa-mir-29b-1	hg38:chr7:130877468-130877491:-	5	2.274700	N	mature,MIMAT0000100
hsa-mir-29b-1	hg38:chr7:130877469-130877490:-	18	8.188920	N	mature,MIMAT0000100
hsa-mir-29b-1	hg38:chr7:130877469-130877491:-	32	14.558080	N	mature,MIMAT0000100
hsa-mir-29b-1	hg38:chr7:130877470-130877490:-	5	2.274700	N	mature,MIMAT0000100
hsa-mir-29b-1	hg38:chr7:130877470-130877491:-	8	3.639520	N	mature,MIMAT0000100
hsa-mir-29b-1	hg38:chr7:130877471-130877490:-	9	4.094460	N	mature,MIMAT0000100
hsa-mir-29b-1	hg38:chr7:130877471-130877491:-	1	0.454940	N	mature,MIMAT0000100
hsa-mir-29b-1	hg38:chr7:130877472-130877491:-	1	0.454940	N	mature,MIMAT0000100
hsa-mir-29b-1	hg38:chr7:130877473-130877490:-	1	0.454940	N	mature,MIMAT0000100
hsa-mir-29b-1	hg38:chr7:130877473-130877491:-	1	0.454940	Y	mature,MIMAT0000100
hsa-mir-29b-1	hg38:chr7:130877507-130877530:-	2	0.909880	N	mature,MIMAT0004514
hsa-mir-29b-1	hg38:chr7:130877507-130877531:-	2	0.909880	N	mature,MIMAT0004514
hsa-mir-29b-1	hg38:chr7:130877508-130877530:-	1	0.454940	N	mature,MIMAT0004514
hsa-mir-29b-1	hg38:chr7:130877508-130877531:-	1	0.454940	N	mature,MIMAT0004514
hsa-mir-29b-1	hg38:chr7:130877510-130877531:-	1	0.454940	N	mature,MIMAT0004514
hsa-mir-29b-2	hg38:chr1:207802450-207802471:-	2	0.909880	N	mature,MIMAT0000100
hsa-mir-29b-2	hg38:chr1:207802450-207802473:-	62	28.206281	N	mature,MIMAT0000100
hsa-mir-29b-2	hg38:chr1:207802451-207802473:-	11	5.004340	N	mature,MIMAT0000100
hsa-mir-29b-2	hg38:chr1:207802451-207802474:-	4	1.819760	N	mature,MIMAT0000100
hsa-mir-29b-2	hg38:chr1:207802452-207802473:-	27	12.283380	N	mature,MIMAT0000100
hsa-mir-29b-2	hg38:chr1:207802452-207802474:-	21	9.553740	N	mature,MIMAT0000100
hsa-mir-29b-2	hg38:chr1:207802453-207802473:-	12	5.459280	N	mature,MIMAT0000100
hsa-mir-29b-2	hg38:chr1:207802453-207802474:-	17	7.733980	N	mature,MIMAT0000100
hsa-mir-29b-2	hg38:chr1:207802454-207802473:-	3	1.364820	N	mature,MIMAT0000100
hsa-mir-29b-2	hg38:chr1:207802490-207802514:-	1	0.454940	N	mature,MIMAT0004515
hsa-mir-29b-2	hg38:chr1:207802491-207802513:-	1	0.454940	N	mature,MIMAT0004515
hsa-mir-29b-2	hg38:chr1:207802491-207802514:-	51	23.201941	N	mature,MIMAT0004515
hsa-mir-29b-2	hg38:chr1:207802491-207802515:-	1	0.454940	N	mature,MIMAT0004515
hsa-mir-29b-2	hg38:chr1:207802492-207802513:-	1	0.454940	N	mature,MIMAT0004515
hsa-mir-29b-2	hg38:chr1:207802492-207802514:-	35	15.922900	N	mature,MIMAT0004515
hsa-mir-29b-2	hg38:chr1:207802492-207802515:-	1	0.454940	N	mature,MIMAT0004515
hsa-mir-29b-2	hg38:chr1:207802493-207802514:-	1	0.454940	N	mature,MIMAT0004515
hsa-mir-29b-2	hg38:chr1:207802494-207802514:-	4	1.819760	N	mature,MIMAT0004515
hsa-mir-29c	hg38:chr1:207801863-207801885:-	1	0.454940	N	mature,MIMAT0000681
hsa-mir-29c	hg38:chr1:207801864-207801887:-	6	2.729640	N	mature,MIMAT0000681
hsa-mir-29c	hg38:chr1:207801865-207801885:-	1	0.454940	N	mature,MIMAT0000681
hsa-mir-29c	hg38:chr1:207801865-207801887:-	254	115.554763	N	mature,MIMAT0000681
hsa-mir-29c	hg38:chr1:207801865-207801888:-	1	0.454940	N	mature,MIMAT0000681
hsa-mir-29c	hg38:chr1:207801866-207801884:-	1	0.454940	N	mature,MIMAT0000681
hsa-mir-29c	hg38:chr1:207801866-207801886:-	2	0.909880	N	mature,MIMAT0000681
hsa-mir-29c	hg38:chr1:207801866-207801887:-	787	358.037789	N	mature,MIMAT0000681
hsa-mir-29c	hg38:chr1:207801866-207801888:-	5	2.274700	N	mature,MIMAT0000681
hsa-mir-29c	hg38:chr1:207801867-207801887:-	178	80.979322	N	mature,MIMAT0000681
hsa-mir-29c	hg38:chr1:207801868-207801887:-	153	69.605822	N	mature,MIMAT0000681
hsa-mir-29c	hg38:chr1:207801869-207801887:-	1	0.454940	N	mature,MIMAT0000681
hsa-mir-29c	hg38:chr1:207801870-207801888:-	1	0.454940	Y	mature,MIMAT0000681
hsa-mir-29c	hg38:chr1:207801900-207801921:-	1	0.454940	N	mature,MIMAT0004673
hsa-mir-29c	hg38:chr1:207801900-207801923:-	4	1.819760	N	mature,MIMAT0004673
hsa-mir-29c	hg38:chr1:207801901-207801922:-	1	0.454940	N	mature,MIMAT0004673
hsa-mir-29c	hg38:chr1:207801901-207801923:-	22	10.008680	N	mature,MIMAT0004673
hsa-mir-29c	hg38:chr1:207801902-207801924:-	4	1.819760	N	mature,MIMAT0004673
hsa-mir-29c	hg38:chr1:207801902-207801925:-	2	0.909880	N	mature,MIMAT0004673
hsa-mir-29c	hg38:chr1:207801903-207801925:-	3	1.364820	N	mature,MIMAT0004673
hsa-mir-29c	hg38:chr1:207801904-207801924:-	3	1.364820	N	mature,MIMAT0004673
hsa-mir-29c	hg38:chr1:207801904-207801925:-	9	4.094460	N	mature,MIMAT0004673
hsa-mir-29c	hg38:chr1:207801905-207801925:-	2	0.909880	N	mature,MIMAT0004673
hsa-mir-301a	hg38:chr17:59151148-59151172:-	1	0.454940	N	mature,MIMAT0000688
hsa-mir-301a	hg38:chr17:59151149-59151172:-	6	2.729640	N	mature,MIMAT0000688
hsa-mir-301a	hg38:chr17:59151150-59151172:-	8	3.639520	N	mature,MIMAT0000688
hsa-mir-301a	hg38:chr17:59151187-59151209:-	4	1.819760	N	mature,MIMAT0022696
hsa-mir-301a	hg38:chr17:59151188-59151209:-	3	1.364820	N	mature,MIMAT0022696
hsa-mir-301a	hg38:chr17:59151189-59151209:-	1	0.454940	N	mature,MIMAT0022696
hsa-mir-301a	hg38:chr17:59151190-59151209:-	2	0.909880	N	mature,MIMAT0022696
hsa-mir-301b	hg38:chr22:21652990-21653011:+	1	0.454940	N	mature,MIMAT0032026
hsa-mir-301b	hg38:chr22:21652990-21653012:+	2	0.909880	N	mature,MIMAT0032026
hsa-mir-301b	hg38:chr22:21653010-21653032:+	1	0.454940	N	mature,MIMAT0004958
hsa-mir-301b	hg38:chr22:21653025-21653048:+	1	0.454940	N	mature,MIMAT0004958
hsa-mir-3065	hg38:chr17:81125886-81125909:+	1	0.454940	N	mature,MIMAT0015066
hsa-mir-3065	hg38:chr17:81125925-81125948:+	2	0.909880	N	mature,MIMAT0015378
hsa-mir-3065	hg38:chr17:81125926-81125947:+	2	0.909880	N	mature,MIMAT0015378
hsa-mir-3065	hg38:chr17:81125926-81125948:+	13	5.914220	N	mature,MIMAT0015378
hsa-mir-3065	hg38:chr17:81125926-81125949:+	1	0.454940	N	mature,MIMAT0015378
hsa-mir-3065	hg38:chr17:81125927-81125949:+	1	0.454940	N	mature,MIMAT0015378
hsa-mir-3074	hg38:chr9:95086025-95086047:-	1	0.454940	N	mature,MIMAT0015027
hsa-mir-3074	hg38:chr9:95086062-95086084:-	24	10.918560	N	mature,MIMAT0019208
hsa-mir-3074	hg38:chr9:95086063-95086084:-	8	3.639520	N	mature,MIMAT0019208
hsa-mir-3074	hg38:chr9:95086063-95086085:-	5	2.274700	N	mature,MIMAT0019208
hsa-mir-30a	hg38:chr6:71403552-71403573:-	2	0.909880	N	mature,MIMAT0000088
hsa-mir-30a	hg38:chr6:71403552-71403574:-	2	0.909880	N	mature,MIMAT0000088
hsa-mir-30a	hg38:chr6:71403552-71403575:-	54	24.566761	N	mature,MIMAT0000088
hsa-mir-30a	hg38:chr6:71403552-71403576:-	3	1.364820	N	mature,MIMAT0000088
hsa-mir-30a	hg38:chr6:71403553-71403573:-	2	0.909880	N	mature,MIMAT0000088
hsa-mir-30a	hg38:chr6:71403553-71403574:-	30	13.648200	N	mature,MIMAT0000088
hsa-mir-30a	hg38:chr6:71403553-71403575:-	6337	2882.954854	N	mature,MIMAT0000088
hsa-mir-30a	hg38:chr6:71403553-71403576:-	998	454.030132	N	mature,MIMAT0000088
hsa-mir-30a	hg38:chr6:71403554-71403572:-	1	0.454940	N	mature,MIMAT0000088
hsa-mir-30a	hg38:chr6:71403554-71403573:-	12	5.459280	N	mature,MIMAT0000088
hsa-mir-30a	hg38:chr6:71403554-71403574:-	230	104.636203	N	mature,MIMAT0000088
hsa-mir-30a	hg38:chr6:71403554-71403575:-	10740	4886.055725	N	mature,MIMAT0000088
hsa-mir-30a	hg38:chr6:71403554-71403576:-	48944	22266.583928	N	mature,MIMAT0000088
hsa-mir-30a	hg38:chr6:71403555-71403573:-	9	4.094460	N	mature,MIMAT0000088
hsa-mir-30a	hg38:chr6:71403555-71403574:-	157	71.425582	N	mature,MIMAT0000088
hsa-mir-30a	hg38:chr6:71403555-71403575:-	11378	5176.307452	N	mature,MIMAT0000088
hsa-mir-30a	hg38:chr6:71403555-71403576:-	59527	27081.214071	N	mature,MIMAT0000088
hsa-mir-30a	hg38:chr6:71403555-71403577:-	11	5.004340	N	mature,MIMAT0000088
hsa-mir-30a	hg38:chr6:71403556-71403574:-	6	2.729640	N	mature,MIMAT0000088
hsa-mir-30a	hg38:chr6:71403556-71403575:-	671	305.264748	N	mature,MIMAT0000088
hsa-mir-30a	hg38:chr6:71403556-71403576:-	6470	2943.461875	N	mature,MIMAT0000088
hsa-mir-30a	hg38:chr6:71403556-71403577:-	1	0.454940	N	mature,MIMAT0000088
hsa-mir-30a	hg38:chr6:71403557-71403575:-	330	150.130204	N	mature,MIMAT0000088
hsa-mir-30a	hg38:chr6:71403557-71403576:-	3210	1460.357437	N	mature,MIMAT0000088
hsa-mir-30a	hg38:chr6:71403557-71403577:-	3	1.364820	N	mature,MIMAT0000088
hsa-mir-30a	hg38:chr6:71403558-71403575:-	12	5.459280	N	mature,MIMAT0000088
hsa-mir-30a	hg38:chr6:71403558-71403576:-	220	100.086803	N	mature,MIMAT0000088
hsa-mir-30a	hg38:chr6:71403559-71403575:-	1	0.454940	N	mature,MIMAT0000088
hsa-mir-30a	hg38:chr6:71403559-71403576:-	8	3.639520	Y	mature,MIMAT0000088
hsa-mir-30a	hg38:chr6:71403560-71403576:-	2	0.909880	N	mature,MIMAT0000088
hsa-mir-30a	hg38:chr6:71403591-71403616:-	1	0.454940	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403592-71403615:-	4	1.819760	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403592-71403617:-	9	4.094460	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403593-71403609:-	1	0.454940	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403593-71403611:-	1	0.454940	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403593-71403613:-	1	0.454940	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403593-71403614:-	1	0.454940	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403593-71403615:-	6	2.729640	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403593-71403616:-	366	166.508044	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403593-71403617:-	8877	4038.502483	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403594-71403610:-	1	0.454940	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403594-71403611:-	1	0.454940	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403594-71403612:-	2	0.909880	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403594-71403613:-	4	1.819760	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403594-71403614:-	2	0.909880	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403594-71403615:-	8	3.639520	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403594-71403616:-	338	153.769724	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403594-71403617:-	41613	18931.418703	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403594-71403618:-	2	0.909880	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403595-71403611:-	4	1.819760	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403595-71403612:-	5	2.274700	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403595-71403613:-	6	2.729640	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403595-71403614:-	4	1.819760	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403595-71403615:-	27	12.283380	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403595-71403616:-	1402	637.825896	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403595-71403617:-	376139	171120.681027	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403595-71403618:-	2	0.909880	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403595-71403619:-	1	0.454940	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403596-71403613:-	1	0.454940	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403596-71403616:-	15	6.824100	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403596-71403617:-	7732	3517.596170	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403597-71403616:-	13	5.914220	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403597-71403617:-	2185	994.043925	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403598-71403616:-	8	3.639520	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403598-71403617:-	1234	561.395974	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403599-71403616:-	1	0.454940	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403599-71403617:-	5	2.274700	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403600-71403617:-	1	0.454940	N	mature,MIMAT0000087
hsa-mir-30a	hg38:chr6:71403617-71403637:-	2	0.909880	N	precursor
hsa-mir-30a	hg38:chr6:71403617-71403638:-	1	0.454940	N	precursor
hsa-mir-30b	hg38:chr8:134800532-134800554:-	2	0.909880	N	mature,MIMAT0004589
hsa-mir-30b	hg38:chr8:134800569-134800592:-	1	0.454940	N	mature,MIMAT0000420
hsa-mir-30b	hg38:chr8:134800570-134800591:-	1	0.454940	N	mature,MIMAT0000420
hsa-mir-30b	hg38:chr8:134800570-134800592:-	579	263.410267	N	mature,MIMAT0000420
hsa-mir-30b	hg38:chr8:134800571-134800592:-	141	64.146542	N	mature,MIMAT0000420
hsa-mir-30b	hg38:chr8:134800572-134800592:-	17	7.733980	N	mature,MIMAT0000420
hsa-mir-30b	hg38:chr8:134800573-134800592:-	2	0.909880	N	mature,MIMAT0000420
hsa-mir-30b	hg38:chr8:134800574-134800592:-	4	1.819760	Y	mature,MIMAT0000420
hsa-mir-30c-1	hg38:chr1:40757279-40757300:+	1	0.454940	N	precursor
hsa-mir-30c-1	hg38:chr1:40757280-40757300:+	1	0.454940	N	precursor
hsa-mir-30c-1	hg38:chr1:40757300-40757318:+	2	0.909880	Y	mature,MIMAT0000244
hsa-mir-30c-1	hg38:chr1:40757300-40757319:+	6	2.729640	N	mature,MIMAT0000244
hsa-mir-30c-1	hg38:chr1:40757300-40757320:+	28	12.738320	N	mature,MIMAT0000244
hsa-mir-30c-1	hg38:chr1:40757300-40757321:+	112	50.953281	N	mature,MIMAT0000244
hsa-mir-30c-1	hg38:chr1:40757300-40757322:+	236	107.365843	N	mature,MIMAT0000244
hsa-mir-30c-1	hg38:chr1:40757300-40757323:+	594	270.234367	N	mature,MIMAT0000244
hsa-mir-30c-1	hg38:chr1:40757300-40757324:+	359	163.323464	N	mature,MIMAT0000244
hsa-mir-30c-1	hg38:chr1:40757300-40757325:+	1	0.454940	N	mature,MIMAT0000244
hsa-mir-30c-1	hg38:chr1:40757301-40757321:+	1	0.454940	N	mature,MIMAT0000244
hsa-mir-30c-1	hg38:chr1:40757301-40757323:+	3	1.364820	N	mature,MIMAT0000244
hsa-mir-30c-1	hg38:chr1:40757301-40757324:+	4	1.819760	N	mature,MIMAT0000244
hsa-mir-30c-1	hg38:chr1:40757303-40757324:+	1	0.454940	N	mature,MIMAT0000244
hsa-mir-30c-1	hg38:chr1:40757339-40757359:+	1	0.454940	N	mature,MIMAT0004674
hsa-mir-30c-1	hg38:chr1:40757339-40757362:+	1	0.454940	N	mature,MIMAT0004674
hsa-mir-30c-2	hg38:chr6:71376962-71376986:-	3	1.364820	N	mature,MIMAT0004550
hsa-mir-30c-2	hg38:chr6:71376963-71376985:-	1	0.454940	N	mature,MIMAT0004550
hsa-mir-30c-2	hg38:chr6:71376963-71376986:-	29	13.193260	N	mature,MIMAT0004550
hsa-mir-30c-2	hg38:chr6:71376964-71376985:-	5	2.274700	N	mature,MIMAT0004550
hsa-mir-30c-2	hg38:chr6:71376964-71376986:-	370	168.327804	N	mature,MIMAT0004550
hsa-mir-30c-2	hg38:chr6:71376965-71376986:-	8	3.639520	N	mature,MIMAT0004550
hsa-mir-30c-2	hg38:chr6:71376966-71376986:-	4	1.819760	N	mature,MIMAT0004550
hsa-mir-30c-2	hg38:chr6:71376968-71376986:-	1	0.454940	N	mature,MIMAT0004550
hsa-mir-30c-2	hg38:chr6:71376969-71376986:-	2	0.909880	N	mature,MIMAT0004550
hsa-mir-30c-2	hg38:chr6:71376997-71377018:-	1	0.454940	N	mature,MIMAT0000244
hsa-mir-30c-2	hg38:chr6:71377002-71377025:-	2	0.909880	N	mature,MIMAT0000244
hsa-mir-30c-2	hg38:chr6:71377002-71377026:-	361	164.233344	N	mature,MIMAT0000244
hsa-mir-30c-2	hg38:chr6:71377003-71377025:-	3	1.364820	N	mature,MIMAT0000244
hsa-mir-30c-2	hg38:chr6:71377003-71377026:-	610	277.513407	N	mature,MIMAT0000244
hsa-mir-30c-2	hg38:chr6:71377004-71377025:-	1	0.454940	N	mature,MIMAT0000244
hsa-mir-30c-2	hg38:chr6:71377004-71377026:-	242	110.095483	N	mature,MIMAT0000244
hsa-mir-30c-2	hg38:chr6:71377005-71377026:-	128	58.232321	N	mature,MIMAT0000244
hsa-mir-30c-2	hg38:chr6:71377006-71377026:-	24	10.918560	N	mature,MIMAT0000244
hsa-mir-30c-2	hg38:chr6:71377007-71377026:-	4	1.819760	N	mature,MIMAT0000244
hsa-mir-30c-2	hg38:chr6:71377008-71377026:-	2	0.909880	Y	mature,MIMAT0000244
hsa-mir-30c-2	hg38:chr6:71377026-71377050:-	1	0.454940	N	precursor
hsa-mir-30c-2	hg38:chr6:71377026-71377051:-	2	0.909880	N	precursor
hsa-mir-30d	hg38:chr8:134804878-134804900:-	3	1.364820	N	mature,MIMAT0004551
hsa-mir-30d	hg38:chr8:134804878-134804901:-	1	0.454940	N	mature,MIMAT0004551
hsa-mir-30d	hg38:chr8:134804883-134804901:-	1	0.454940	N	mature,MIMAT0004551
hsa-mir-30d	hg38:chr8:134804912-134804941:-	1	0.454940	N	mature,MIMAT0000245
hsa-mir-30d	hg38:chr8:134804917-134804940:-	4	1.819760	N	mature,MIMAT0000245
hsa-mir-30d	hg38:chr8:134804917-134804941:-	263	119.649223	N	mature,MIMAT0000245
hsa-mir-30d	hg38:chr8:134804918-134804936:-	1	0.454940	N	mature,MIMAT0000245
hsa-mir-30d	hg38:chr8:134804918-134804940:-	1	0.454940	N	mature,MIMAT0000245
hsa-mir-30d	hg38:chr8:134804918-134804941:-	879	399.892270	N	mature,MIMAT0000245
hsa-mir-30d	hg38:chr8:134804919-134804940:-	5	2.274700	N	mature,MIMAT0000245
hsa-mir-30d	hg38:chr8:134804919-134804941:-	7645	3478.016389	N	mature,MIMAT0000245
hsa-mir-30d	hg38:chr8:134804920-134804941:-	253	115.099823	N	mature,MIMAT0000245
hsa-mir-30d	hg38:chr8:134804921-134804941:-	187	85.073782	N	mature,MIMAT0000245
hsa-mir-30d	hg38:chr8:134804922-134804941:-	101	45.948941	N	mature,MIMAT0000245
hsa-mir-30d	hg38:chr8:134804925-134804941:-	1	0.454940	N	mature,MIMAT0000245
hsa-mir-30d	hg38:chr8:134804941-134804961:-	1	0.454940	N	precursor
hsa-mir-30e	hg38:chr1:40754371-40754388:+	1	0.454940	N	mature,MIMAT0000692
hsa-mir-30e	hg38:chr1:40754371-40754389:+	3	1.364820	N	mature,MIMAT0000692
hsa-mir-30e	hg38:chr1:40754371-40754390:+	1461	664.667357	N	mature,MIMAT0000692
hsa-mir-30e	hg38:chr1:40754371-40754391:+	45	20.472301	N	mature,MIMAT0000692
hsa-mir-30e	hg38:chr1:40754371-40754392:+	95	43.219301	N	mature,MIMAT0000692
hsa-mir-30e	hg38:chr1:40754371-40754393:+	1258	572.314535	N	mature,MIMAT0000692
hsa-mir-30e	hg38:chr1:40754371-40754394:+	880	400.347210	N	mature,MIMAT0000692
hsa-mir-30e	hg38:chr1:40754371-40754395:+	220	100.086803	N	mature,MIMAT0000692
hsa-mir-30e	hg38:chr1:40754372-40754390:+	13	5.914220	N	mature,MIMAT0000692
hsa-mir-30e	hg38:chr1:40754372-40754391:+	22	10.008680	N	mature,MIMAT0000692
hsa-mir-30e	hg38:chr1:40754372-40754392:+	6	2.729640	N	mature,MIMAT0000692
hsa-mir-30e	hg38:chr1:40754372-40754393:+	90	40.944601	N	mature,MIMAT0000692
hsa-mir-30e	hg38:chr1:40754372-40754394:+	549	249.762066	N	mature,MIMAT0000692
hsa-mir-30e	hg38:chr1:40754372-40754395:+	529	240.663266	N	mature,MIMAT0000692
hsa-mir-30e	hg38:chr1:40754372-40754396:+	27	12.283380	N	mature,MIMAT0000692
hsa-mir-30e	hg38:chr1:40754372-40754397:+	23	10.463620	N	mature,MIMAT0000692
hsa-mir-30e	hg38:chr1:40754373-40754394:+	1	0.454940	N	mature,MIMAT0000692
hsa-mir-30e	hg38:chr1:40754375-40754394:+	1	0.454940	N	mature,MIMAT0000692
hsa-mir-30e	hg38:chr1:40754376-40754394:+	1	0.454940	N	mature,MIMAT0000692
hsa-mir-30e	hg38:chr1:40754412-40754432:+	1	0.454940	N	mature,MIMAT0000693
hsa-mir-30e	hg38:chr1:40754412-40754433:+	1	0.454940	N	mature,MIMAT0000693
hsa-mir-30e	hg38:chr1:40754412-40754434:+	26	11.828440	N	mature,MIMAT0000693
hsa-mir-30e	hg38:chr1:40754413-40754428:+	1	0.454940	N	mature,MIMAT0000693
hsa-mir-30e	hg38:chr1:40754413-40754429:+	2	0.909880	N	mature,MIMAT0000693
hsa-mir-30e	hg38:chr1:40754413-40754430:+	8	3.639520	Y	mature,MIMAT0000693
hsa-mir-30e	hg38:chr1:40754413-40754431:+	17	7.733980	N	mature,MIMAT0000693
hsa-mir-30e	hg38:chr1:40754413-40754432:+	244	111.005363	N	mature,MIMAT0000693
hsa-mir-30e	hg38:chr1:40754413-40754433:+	1157	526.365593	N	mature,MIMAT0000693
hsa-mir-30e	hg38:chr1:40754413-40754434:+	6012	2735.099350	N	mature,MIMAT0000693
hsa-mir-30e	hg38:chr1:40754413-40754435:+	3541	1610.942581	N	mature,MIMAT0000693
hsa-mir-30e	hg38:chr1:40754413-40754436:+	7	3.184580	N	mature,MIMAT0000693
hsa-mir-30e	hg38:chr1:40754414-40754432:+	2	0.909880	N	mature,MIMAT0000693
hsa-mir-30e	hg38:chr1:40754414-40754433:+	4	1.819760	N	mature,MIMAT0000693
hsa-mir-30e	hg38:chr1:40754414-40754434:+	95	43.219301	N	mature,MIMAT0000693
hsa-mir-30e	hg38:chr1:40754414-40754435:+	97	44.129181	N	mature,MIMAT0000693
hsa-mir-30e	hg38:chr1:40754414-40754436:+	1	0.454940	N	mature,MIMAT0000693
hsa-mir-30e	hg38:chr1:40754415-40754434:+	2	0.909880	N	mature,MIMAT0000693
hsa-mir-30e	hg38:chr1:40754415-40754435:+	2	0.909880	N	mature,MIMAT0000693
hsa-mir-30e	hg38:chr1:40754416-40754434:+	1	0.454940	N	mature,MIMAT0000693
hsa-mir-31	hg38:chr9:21512156-21512179:-	1	0.454940	N	mature,MIMAT0000089
hsa-mir-31	hg38:chr9:21512157-21512179:-	1	0.454940	N	mature,MIMAT0000089
hsa-mir-31	hg38:chr9:21512158-21512179:-	1	0.454940	N	mature,MIMAT0000089
hsa-mir-3117	hg38:chr1:66628485-66628507:+	2	0.909880	N	mature,MIMAT0014979
hsa-mir-3127	hg38:chr2:96798288-96798309:+	1	0.454940	N	mature,MIMAT0014990
hsa-mir-3127	hg38:chr2:96798288-96798310:+	5	2.274700	N	mature,MIMAT0014990
